lat,lon,depth,time,Gephyrocapsa huxleyi HET,temperature,no3,o2,PAR
61,-24,5,2,0.0,7.618088321806924,13.26948776961377,279.49398482134706,8.813075196768542
58,-40,20,1,0.0,4.252276889054834,12.888672632010396,302.1322214247205,1.5775047717357704
49,-53,5,11,0.0,2.0439777857796932,0.7233951123097986,337.5323717277268,10.765834106373928
54,-12,15,5,0.0,11.191332505617313,3.2281552107352605,278.3403951871697,18.092151354156766
55,-58,10,7,0.0,3.427210062742238,0.14312434173189292,368.26853939890856,31.601624694142956
60,-7,0,6,0.0,10.51608909642021,4.249142068816101,294.7561636777229,94.28573658288552
60,-24,10,11,0.0,9.108908436074428,10.02116950121068,269.50199716307645,3.4348408065369527
53,-13,15,5,0.0,11.403681337136467,3.826580154384297,278.0267695236726,18.26018936650465
50,-60,0,10,0.0,8.109699964523314,2.9559671878814715,278.4213256835937,39.1392249098133
61,-49,5,11,0.0,2.143485458877207,4.022735119664621,335.5268336934896,3.830870678237552
57,-7,20,8,0.0,13.637062953901209,0.6169035935147765,253.39044915874257,6.1386800404556645
56,-38,5,7,0.0,8.659456947498951,5.9404283413728445,304.97984694335463,46.503623451796756
63,-14,5,6,0.0,9.1250967125001,5.365167982261132,304.66709824325994,51.906014517712556
56,-15,20,10,0.0,12.247742843310624,3.9053072672666342,261.673814291544,4.8549463375650115
53,-41,10,2,0.0,6.165333736898467,11.493762272647267,287.3840900584019,10.02394666748848
45,-56,25,5,0.0,3.8607970159190037,0.21325744452435316,339.66826617045785,8.22740786485854
65,-2,0,9,0.0,10.139378358979496,2.0241305040864805,283.2189254844905,32.6455858775456
68,0,25,3,0.0,4.935326395567717,11.820873554831252,308.58204248461186,3.4958555942240195
62,-57,10,8,0.0,6.4608113203070365,0.5049872985311308,316.4552880096204,23.04572239005037
62,-1,15,7,0.0,11.357664613954588,3.205639553526859,287.9591351048617,13.80659449991024
50,-5,25,7,0.0,13.40599456841787,1.3172993577216165,260.19966990176346,5.970062258402408
46,-4,20,7,0.0,16.73305631192661,0.8903174743962005,244.13345309893,21.9783519299203
46,-47,20,3,0.0,3.5112465625801703,3.242814298419783,330.8134984696607,7.21886436114518
57,-1,10,2,0.0,6.835624248559358,7.815977181376399,296.6040581456088,5.742178604338753
56,-45,10,5,0.0,4.342526378571587,10.307020438963072,323.80217713004777,29.62376720529888
56,-33,10,10,0.0,9.328347667004394,8.148127449831499,276.36197210520703,10.940662324815296
56,-27,15,5,0.0,8.832146047324251,8.61240402411944,295.5797985790474,19.115281600966263
67,-44,15,8,0.0,,,,
59,-24,25,12,0.0,8.829732038481652,11.271207044460375,272.07352713348223,0.5280084808394488
49,-23,15,11,0.0,13.34809643769947,4.728731373084651,257.88691841325715,6.209996840621253
67,-26,0,6,0.0,3.253182610980276,3.493312621876476,362.4163792197257,89.04912242682448
47,-36,5,1,0.0,13.006985236958382,4.218280013374546,254.71539176106936,12.286810135634425
55,-39,25,5,0.0,5.76125359507881,12.623198590481136,312.2743878835893,7.660819680029441
61,-38,15,5,0.0,5.029989773047835,10.388210560273269,313.4507982777756,20.12606582038155
68,-60,15,6,0.0,-0.5118543828362385,1.3924457309790985,384.59772833409716,16.814304683577383
57,-5,10,6,0.0,,,,
55,-6,25,6,0.0,,,,
52,-53,25,4,0.0,-0.2673050088585839,2.8932483930423603,361.29433051744286,3.598500861446927
56,-11,0,12,0.0,10.29553821804403,8.74130446685996,265.20761569075887,5.988525510746395
52,-29,20,9,0.0,13.791090739453725,1.2405763238068752,263.2253812014969,7.668809600102474
