lat,lon,depth,time,Primary_Production,temperature,no3,o2,PAR
50.0,-5.0,20.0,6,677.38,12.450029264607492,1.299748120510471,269.62322186380715,12.447438051183791
51.0,-6.0,5.0,6,1641.87,12.983985273478668,0.7329788503555118,281.7218077737431,66.10988278049388
51.0,-6.0,10.0,6,2567.27,12.740059087729295,0.14092431084536153,279.89702855471285,38.66837505340899
51.0,-6.0,15.0,6,2351.33,12.478732056032122,0.2471483126992759,279.3594593270815,22.8237444141024
51.0,-6.0,20.0,6,805.335,12.14006130414732,0.6003304779935135,271.66595236850776,13.581942149855706
52.0,-12.0,0.0,6,2001.09,13.392084496341532,1.8185041747242197,271.25004381395155,105.42189700693507
52.0,-12.0,10.0,6,1912.01,13.215736827406255,1.9659098114789908,270.64778357511125,37.31864978568425
52.0,-12.0,15.0,6,1661.39,13.043161292921573,2.2893499902704924,269.5390123018935,22.76513447298509
52.0,-12.0,20.0,6,1459.12,12.856489707871733,2.629246896409781,269.40783317541207,14.082648364483335
56.0,-27.0,15.0,5,2158.98,8.832146047324251,8.61240402411944,295.5797985790474,19.115281600966263
56.0,-27.0,20.0,5,688.03,8.766282914410011,8.836397250380424,294.3137704588435,11.850348941346272
56.0,-27.0,25.0,5,314.12,8.703394626332551,9.180935198831376,293.04761760290035,7.398463962804421
56.0,-8.0,5.0,6,3886.3599999999997,11.992895657495566,1.2680704349899625,285.6092848338924,53.15363306515102
56.0,-8.0,10.0,6,2974.08,11.856699595538993,1.89176938628692,284.61973549336517,28.49878304916029
56.0,-8.0,15.0,6,1868.11,11.65688727200617,1.9978632162179577,282.8661262529966,15.533735877391086
56.0,-8.0,25.0,6,486.35,11.206091016749578,2.7989926002642354,278.81063458448085,4.808538986491844
57.0,-29.0,15.0,6,2546.18,9.362389951924506,6.124200496219675,293.3737252846438,19.093514521558983
57.0,-29.0,20.0,6,668.24,9.247887684205784,6.596440455882645,292.8928447165315,11.626513425600017
57.0,-29.0,25.0,6,319.62,9.086959008939104,6.869265542391651,293.18671257517263,7.130626188040203
57.0,-27.0,15.0,6,2372.1566666666668,9.8534575832407,5.786058255155081,290.0257296548101,19.45770031737889
57.0,-27.0,20.0,6,1181.62,9.750224728022095,6.174169632334056,289.2409595351461,11.858040912795914
57.0,-27.0,25.0,6,372.0,9.614900325445978,6.307919593772064,289.72020482401246,7.282969428195768
