Principal Investigator,Expedition,OS Region,Reference Author Published year,Reference doi,Date of collection,Sample ID,Latitude,Longitude,Sampling Depth [m],Percentage Irradiance Depth (% of surface PAR),Optical Depth,CP and PP Analysis Method,CP and PP analysis Incubation Length [hours],CaCO3 production (CP) [µmol C m-3 d-1],CaCO3 production Standard Deviation [µmol C m-3 d-1],Primary Production (PP) [µmol C m-3 d-1],Primary Production Standard Deviation [µmol C m-3 d-1],Total Coccolithophore cell counts [cells mL-1],Emiliania huxleyi cell counts [cells mL-1],Chlorophyll a [mg m-3],Inorganic Nitrogen (NOx) [µM N L-1],Silicate [µM Si L-1],Phosphate [µM P L-1],Dissolved Inorganic Carbon (DIC) [μmol C kg-1],Total Alkalinity  [μmol C kg-1],Bicarbonate Ion (HCO3-) [μmol C kg-1],Carbonate Ion (CO32-) [μmol C kg-1],pH,Temperature [oC],Salinity
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-02,16222b,58.51,-21.01,32,5.6,2.88,MDT,24,13.6,1.82,140,20.79,172.16,169.45,0.17,4.93,0.35,0.33,,,,,,12.5,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-02,16222b,58.51,-21.01,47,1.5,4.2,MDT,24,2.4,1.67,30,3.86,123.24,122.84,0.24,9.84,2.52,0.68,,,,,,10.3,35.3
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-05,16226b,58.52,-21.01,5,64,0.45,MDT,24,158.8,24.74,1170,179.49,351.49,335.1,0.47,2.32,0.25,0.24,,,,,,13.9,35.3
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-05,16226b,58.52,-21.01,10,41,0.89,MDT,24,202.3,7.45,1200,243.68,363.4,344.78,0.47,2.36,0.2,0.21,,,,,,13.9,35.3
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-05,16226b,58.52,-21.01,20,16.5,1.8,MDT,24,136.9,41.87,960,204.7,364.15,354.46,0.47,2.33,0.2,0.26,,,,,,13.9,35.3
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-05,16226b,58.52,-21.01,27,8.8,2.43,MDT,24,149.6,16.67,950,144.4,274.04,269.36,0.47,4.1,0.62,0.33,,,,,,13.3,35.3
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-05,16226b,58.52,-21.01,32,5.6,2.88,MDT,24,73,14.41,420,14.14,112.7,110.88,0.32,9.58,1.75,0.73,,,,,,10.8,35.3
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-05,16226b,58.52,-21.01,47,1.5,4.2,MDT,24,11.8,4.43,10,3.86,153.19,148.51,0.13,10.89,2.97,0.7,,,,,,11,35.4
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-07,16236b,59.09,-19.19,5,64,0.45,MDT,24,80.6,8.1,610,69.78,103.66,96.21,0.23,,,,,,,,,,
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-07,16236b,59.09,-19.19,10,41,0.89,MDT,24,63.8,11.81,480,103.91,108.72,104.25,0.25,,,,,,,,,,
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-07,16236b,59.09,-19.19,20,16.5,1.8,MDT,24,60.4,8.11,440,30.46,108.72,103.96,0.3,,,,,,,,,,
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-07,16236b,59.09,-19.19,27,8.8,2.43,MDT,24,65,,340,81.21,126.59,120.64,0.39,,,,,,,,,,
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-07,16236b,59.09,-19.19,32,5.6,2.88,MDT,24,29.3,6.62,170,9.23,141.19,134.93,0.41,,,,,,,,,,
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-07,16236b,59.09,-19.19,47,1.5,4.2,MDT,24,8.6,2.59,50,9.15,114.98,112.3,0.23,,,,,,,,,,
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-08,uw C (uw 131),59.34,-19.19,5,64,0.45,MDT,24,76.8,3.62,750,88.12,98.89,98,0.23,,,,,,,,,,
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-09,uw D (uw 151),59.52,-19.1,5,64,0.45,MDT,24,79.2,13.55,730,33.3,129.28,125.7,0.22,,,,,,,,,,
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-10,16247b,59.59,-20.28,5,64,0.45,MDT,24,234.6,18.89,1810,71.41,470.5,440.22,0.48,2.99,0.51,0.27,,,,,,13.8,35.3
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-10,16247b,59.59,-20.28,10,41,0.89,MDT,24,165.5,15.51,1430,160.59,423.23,389.25,0.48,3,0.47,0.27,,,,,,13.7,35.3
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-10,16247b,59.59,-20.28,20,16.5,1.8,MDT,24,143.2,11.79,1200,136.43,438,406.98,0.54,3.08,0.47,0.28,,,,,,13.6,35.3
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-10,16247b,59.59,-20.28,27,8.8,2.43,MDT,24,116.3,37.37,930,50.95,395.9,360.45,0.64,3.65,0.54,0.31,,,,,,13.6,35.3
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-10,16247b,59.59,-20.28,32,5.6,2.88,MDT,24,50.6,20.83,350,15.97,352.32,339.03,0.55,4.58,0.73,0.38,,,,,,13.3,35.3
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-10,16247b,59.59,-20.28,47,1.5,4.2,MDT,24,3.7,1.95,40,16.28,167.25,160.39,0.26,10.63,2.28,0.76,,,,,,10.9,35.3
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-12,16260b,59.09,-20.29,5,64,0.45,MDT,24,170.2,7.26,1870,81.9,231.27,215.18,0.47,3.18,0.38,0.25,,,,,,13.4,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-12,16260b,59.09,-20.29,10,41,0.89,MDT,24,140.8,2.9,1390,21.99,247.73,223.4,0.48,3.37,0.41,0.53,,,,,,13.4,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-12,16260b,59.09,-20.29,20,16.5,1.8,MDT,24,125.7,5.97,690,218.65,284.28,268.08,0.41,4.43,0.55,0.33,,,,,,12.9,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-12,16260b,59.09,-20.29,27,8.8,2.43,MDT,24,87.9,10.19,640,33.46,214.02,202.85,0.44,5.67,0.84,0.42,,,,,,12.4,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-12,16260b,59.09,-20.29,32,5.6,2.88,MDT,24,47.5,7.01,300,36.31,231.78,226.19,0.41,8.61,1.54,0.64,,,,,,10.8,35.3
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-12,16260b,59.09,-20.29,47,1.5,4.2,MDT,24,7.8,4.53,40,7.59,120.04,116.17,0.27,9.95,2.75,0.71,,,,,,10.1,35.3
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-13,16266a,59.47,-19.28,5,64,0.45,MDT,24,41.1,6.41,830,27.26,123.49,117.33,,,,,,,,,,,
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-14,16274a,59.12,-19.51,5,64,0.45,MDT,24,172.8,5.69,970,74.91,691.54,676.76,0.35,,,,,,,,,,
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-14,16274a,59.12,-19.51,10,41,0.89,MDT,24,151,6.99,860,38.29,729.39,691.54,0.37,5.03,0.7,0.33,,,,,,13,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-14,16274a,59.12,-19.51,20,16.5,1.8,MDT,24,126.4,1.24,820,43.6,722,695.23,0.41,5.79,0.95,0.38,,,,,,12.5,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-14,16274a,59.12,-19.51,27,8.8,2.43,MDT,24,32.4,1.83,440,59.29,443.17,415.11,0.35,8.42,1.97,0.55,,,,,,10.8,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-14,16274a,59.12,-19.51,32,5.6,2.88,MDT,24,15,,190,45.24,247.44,243.01,0.32,9.45,2.33,0.64,,,,,,10.4,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-14,16274a,59.12,-19.51,47,1.5,4.2,MDT,24,5.5,4.33,20,3.27,117.95,114.94,0.27,11.8,3.19,0.75,,,,,,9.6,35.3
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-18,16285b,59.49,-18.43,5,64,0.45,MDT,24,237.1,12.19,1860,163.39,862.96,807.56,0.83,2.45,0.26,0.18,,,,,,13.5,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-18,16285b,59.49,-18.43,10,41,0.89,MDT,24,246.4,16.16,1880,29.5,872.81,840.8,0.85,2.25,0.22,0.19,,,,,,13.5,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-18,16285b,59.49,-18.43,20,16.5,1.8,MDT,24,232.5,26.42,1690,199.15,859.27,805.1,0.84,3.04,0.24,0.35,,,,,,13.5,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-18,16285b,59.49,-18.43,27,8.8,2.43,MDT,24,168.3,11.68,1360,31.75,861.73,791.56,0.81,2.01,0.24,0.19,,,,,,13.5,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-18,16285b,59.49,-18.43,32,5.6,2.88,MDT,24,118.9,17.72,700,64.63,824.8,757.09,0.42,2.21,0.25,0.18,,,,,,13.5,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-18,16285b,59.49,-18.43,47,1.5,4.2,MDT,24,1.9,1.06,50,3.87,605.67,560.12,0.14,2.82,0.34,0.26,,,,,,13.4,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-19,16286b,59.14,-19.45,5,64,0.45,MDT,24,184.1,16.72,1720,93.99,551.51,505.96,0.51,5.32,0.75,0.32,,,,,,12.9,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-19,16286b,59.14,-19.45,10,41,0.89,MDT,24,112.6,19.64,1240,8.98,569.97,523.19,0.51,7.06,0.75,0.32,,,,,,12.9,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-19,16286b,59.14,-19.45,20,16.5,1.8,MDT,24,112.6,2.91,1010,22.16,619.21,572.43,0.47,5.74,0.76,0.32,,,,,,12.8,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-19,16286b,59.14,-19.45,27,8.8,2.43,MDT,24,60.6,12.82,650,58.56,587.21,547.81,0.45,6.91,1.33,0.42,,,,,,12,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-19,16286b,59.14,-19.45,32,5.6,2.88,MDT,24,23.1,5.11,220,40.54,339.56,309.81,0.33,9.44,2.46,0.6,,,,,,10.6,35.2
Poulton,D321,Iceland Basin,"Poulton et al., 2010",doi: 10.4319/lo.2010.55.4.1601,2007-08-19,16286b,59.14,-19.45,47,1.5,4.2,MDT,24,15.5,1.16,40,5.97,258.52,247.28,0.26,11.71,3.33,0.74,,,,,,9.6,35.3
Poulton,D354,Iceland Basin,unpublished,,2010-07-12,S003,60.01,-20,7,55,0.6,MDT,24,24.65,4.61,3340,150.77,7.58,7.04,1.52,0.6,0.44,0.11,2065.4,2291,1863.5,191.9,8.25,13,35
Poulton,D354,Iceland Basin,unpublished,,2010-07-13,S004,61.82,-21.02,5,55,0.6,MDT,24,24.13,8.91,2780,654.08,125.59,22.71,1.63,1.72,1.17,0.12,2045.7,2311.6,1815.9,221.5,8.31,12.7,35.1
Poulton,D354,Iceland Basin,unpublished,,2010-07-15,S007,59.99,-23.63,6,55,0.6,MDT,24,28.3,5.52,2820,147.01,133.61,29.39,1.31,0.21,0.57,0.06,2060.4,2316.1,1844,206.7,8.22,13,35
Poulton,D354,Iceland Basin,unpublished,,2010-07-16,S009,60.01,-28.14,5,55,0.6,MDT,24,35.94,7.59,4160,468.34,33.28,33.28,2.6,1.99,1.39,0.08,2061.2,2313.9,1849.9,201,8.19,12.2,35
Poulton,D354,Iceland Basin,unpublished,,2010-07-17,S011,60,-35.01,7,55,0.6,MDT,24,80.85,14.53,2340,258.39,10.69,10.69,2.45,4.65,3.03,0.4,,,,,,10.7,34.8
Poulton,D354,Iceland Basin,unpublished,,2010-07-18,S012,59.98,-41.36,5,55,0.6,MDT,24,38.96,5.26,2030,43.87,483.67,128.27,1.26,5.94,4.32,0.48,2094,2307.7,1912.3,168.3,8.07,10,34.9
Poulton,D354,Iceland Basin,unpublished,,2010-07-22,S017,62.99,-35,2,55,0.6,MDT,24,13.73,2.91,1260,833.31,570.36,19.86,1.06,4.39,2.09,0.36,,,,,,11.4,35
Poulton,D354,Iceland Basin,unpublished,,2010-07-23,S019,63,-35,6,55,0.6,MDT,24,95.04,5.75,2410,328.87,1179.79,9.35,1.08,4.31,2.05,0.35,,,,,,11.5,35
Poulton,D354,Iceland Basin,unpublished,,2010-07-24,S020,63,-29.98,7,55,0.6,MDT,24,126.1,23.85,4270,1211.66,566.04,5.42,2.78,1.78,1.7,0.22,2056.5,2298,1875.4,168,8.07,11.9,35
Poulton,D354,Iceland Basin,unpublished,,2010-07-25,S022,60.87,-31.53,7,55,0.6,MDT,24,57.91,2.24,5000,76.57,213.78,7.48,2.99,1.29,1.63,0.15,2054.9,2292.5,1876.1,165.5,8.06,12.3,34.9
Poulton,D354,Iceland Basin,unpublished,,2010-07-27,S025,58.14,-34.98,7,55,0.6,MDT,24,92.03,3.58,2580,91.98,143.23,11.76,1.72,4.39,1.97,0.31,,,,,,11.1,34.8
Poulton,D354,Iceland Basin,unpublished,,2010-07-30,S026,63.82,-35.04,6,55,0.6,MDT,24,140.49,0.57,2300,359.03,289.67,9.62,1.18,5.35,2.23,0.42,2081.7,2302.3,1935.7,127.6,7.93,11.2,35
Poulton,D354,Iceland Basin,unpublished,,2010-07-31,S028,63.82,-35.09,5,55,0.6,MDT,24,141.85,28,2260,423.15,5.34,5.34,1.46,5.59,2.13,0.42,,,,,,11.4,35
Poulton,D354,Iceland Basin,unpublished,,2010-08-01,S029,62.48,-28.36,5,55,0.6,MDT,24,67.28,6.8,2350,49.67,,,1.27,0.1,0.71,0.06,2052.7,,,,,13.1,35
Poulton,D354,Iceland Basin,unpublished,,2010-08-03,S031,62.14,-24.35,12,55,0.6,MDT,24,99.16,33.04,3100,170.56,2.14,2.14,1.62,0.1,1.08,0.08,2047.5,2310.9,1817.6,221.7,8.32,13,35.1
Poulton,D354,Iceland Basin,unpublished,,2010-08-04,S033,61.26,-20.73,7,55,0.6,MDT,24,36.29,5.49,2700,111.95,,,1.27,0.43,0.5,0.06,2055.3,2310.7,1833.1,213.4,8.29,13.6,35.1
Poulton,D354,Iceland Basin,unpublished,,2010-08-05,S035,61.84,-25.68,5,55,0.6,MDT,24,67.72,12.96,3780,621.94,,,1.64,0.28,0.55,0.1,2049.1,2301.2,1835.7,203.6,8.22,12.9,35.1
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-08,6,56.795,-7.406,6,55,0.6,MDT,24,136.08,63.43,4940.15,281.23,239.33,,3.22,1.13,2.2,0.12,2093.8,2308.5,1924.9,154.1,8.1,11.2,34.8
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-08,6,56.795,-7.406,10,20,1.61,MDT,24,94.58,20.34,2832.57,703.57,604.08,,2.99,1.25,2.24,0.14,2092.5,2309,1922.7,155.2,8.1,11.2,34.8
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-08,6,56.795,-7.406,14,14,1.97,MDT,24,128.24,41.68,2974.08,297.33,195.91,,3.17,1.17,2.22,0.14,2092.1,2308.5,1922.3,155.2,8.1,11.2,34.8
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-08,6,56.795,-7.406,20,5,3,MDT,24,65.2,17.39,1868.11,797.63,168.71,,3.08,1,1.89,0.07,2095.7,2310.2,1926.8,154.1,8.09,11.2,34.9
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-08,6,56.795,-7.406,30,1,4.61,MDT,24,18.66,3.96,486.35,156.94,125,,2.97,1.01,1.76,0.07,2096.3,2311.1,1927.2,154.3,8.09,11.2,34.9
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-11,11,52.138,-11.714,5,55,0.6,MDT,24,161.47,15.35,2001.09,227.28,626,,1.13,4.27,1.67,0.24,2108.4,2338.6,1929.7,164.4,8.1,12,35.6
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-11,11,52.138,-11.714,12,20,1.61,MDT,24,138.48,51.93,1912.01,159.74,648,,1.14,4.28,1.67,0.24,,,,,,12,35.6
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-11,11,52.138,-11.714,16,14,1.97,MDT,24,93.25,108.57,1661.39,294.24,613,,1.16,4.49,1.68,0.26,2109.1,2338.7,1930.8,164.1,8.1,12,35.6
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-11,11,52.138,-11.714,25,5,3,MDT,24,93.75,65.05,1459.12,189.26,6,,1.27,4.57,1.69,0.26,2109,2339.3,1930.4,164.4,8.1,11.9,35.6
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-11,11,52.138,-11.714,35,1,4.61,MDT,24,22.28,10.47,686.37,80.4,,,1.04,0.11,0.22,0,2111.4,2338.4,1934.7,162.3,8.1,11.9,35.6
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-13,15,51.609,-5.716,10,55,0.6,MDT,24,26.36,17.03,1641.87,176.77,,,1,0.06,0.22,0,2093.1,2336.6,1906,173.8,8.11,13.3,35.2
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-13,15,51.609,-5.716,13,20,1.61,MDT,24,49.17,8.29,2567.27,476.36,,,0.98,0.09,0.22,0,2092.5,2336.3,1905.2,174,8.11,13.3,35.2
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-13,15,51.609,-5.716,18,14,1.97,MDT,24,41.39,25.42,2351.33,1093.64,,,1.02,0.1,0.3,0.01,2092.1,2337.3,1904.1,174.9,8.11,13.4,35.2
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-13,15,51.609,-5.716,22,5,3,MDT,24,8.65,4.27,1207.25,81.76,,,1.33,0.09,0.38,0.03,2095.6,2337.2,1909.6,172.6,8.11,13.3,35.2
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-13,15,51.609,-5.716,25,1,4.61,MDT,24,4.55,1.95,403.42,94.92,,,2.54,0.01,0.33,0,2097.6,2338.2,1912.2,171.9,8.11,13.2,35.2
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-15,19,50.029,-4.38,3,55,0.6,MDT,24,318.25,94.04,1287.15,52.48,568.7,,0.72,0,0.33,0,2090.3,2337.8,1900.7,176.5,8.11,13.8,35.3
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-15,19,50.029,-4.38,8,20,1.61,MDT,24,297.19,147.93,1201.26,132.87,590.47,,0.74,0,0.31,0,2089,2336.8,1899.2,176.7,8.11,13.8,35.3
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-15,19,50.029,-4.38,12,14,1.97,MDT,24,319.62,132.38,1100.48,99.6,710.2,,0.8,0.01,0.34,0,2088,2338,1897,178,8.12,13.7,35.3
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-15,19,50.029,-4.38,18,5,3,MDT,24,293.3,6.22,1136.78,170.67,786.39,,1.22,0.16,0.89,0.02,2090.5,2338.1,1901.1,176.3,8.12,13.3,35.3
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-15,19,50.029,-4.38,22,1,4.61,MDT,24,89.94,6,947.16,92.97,735,,2.67,0.88,1.12,0.08,2112.2,2344.4,1931.4,166.6,8.09,12.8,35.3
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-19,24,46.496,-7.207,5,55,0.6,MDT,24,24.72,3.42,1535.14,35.36,26,,0.56,0.88,1.12,0.08,2094,2352.3,1897.3,183.9,8.1,15,35.8
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-19,24,46.496,-7.207,18,20,1.61,MDT,24,13.74,1.29,1108.52,199.04,12,,0.59,0.88,1.1,0.08,2093.6,2352.1,1896.7,184,8.1,15,35.8
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-19,24,46.496,-7.207,22,14,1.97,MDT,24,14.11,3.95,1156.87,398.66,48,,0.58,0.87,1.12,0.08,2093.2,2351.4,1896.6,183.7,8.1,15,35.8
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-19,24,46.496,-7.207,33,5,3,MDT,24,6.37,3.66,791.07,149.69,8,,0.58,1.22,1.16,0.1,2093.4,2353.2,1895.9,184.7,8.11,15,35.8
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-19,24,46.496,-7.207,46,1,4.61,MDT,24,8.84,,193.62,13.61,27,,0.53,0.61,0.63,0.05,2101.7,2351.1,1910.3,178,8.09,14.9,35.7
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-21,26,46.177,-7.229,10,55,0.6,MDT,24,31.43,10.88,1620.71,193.44,29,,0.64,0.63,0.63,0.05,2092.9,2350.2,1896.7,183.3,8.1,15.3,35.8
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-21,26,46.177,-7.229,18,20,1.61,MDT,24,41.35,16.9,1988.02,468.18,17,,0.66,0.65,0.63,0.05,2092.3,2350.1,1895.8,183.6,8.1,15.3,35.8
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-21,26,46.177,-7.229,22,14,1.97,MDT,24,40.47,21.31,1317.11,131.43,24,,0.62,1.17,0.71,0.09,2094.3,2350.1,1898.9,182.3,8.1,15.3,35.8
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-21,26,46.177,-7.229,33,5,3,MDT,24,30.66,27.57,727.7,202.15,9,,0.56,2.47,0.97,0.16,2099.5,2348.9,1907.9,178.1,8.09,15.1,35.8
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-21,26,46.177,-7.229,50,1,4.61,MDT,24,7.51,4.83,157.28,54.18,2,,0.43,0.23,1.29,0.02,2106.1,2347.9,1919.3,172.9,8.08,14.6,35.8
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-22,28,48.002,-7.192,5,55,0.6,MDT,24,44.19,14.91,4268.18,592.83,135,,1.82,0.25,1.28,0.02,2086.9,2342.1,1892.5,181.6,8.11,14.5,35.6
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-22,28,48.002,-7.192,12,20,1.61,MDT,24,50.67,6.68,4386.96,118.11,104,,1.82,0.26,1.3,0.02,2085.8,2341.2,1891.4,181.6,8.11,14.5,35.6
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-22,28,48.002,-7.192,15,14,1.97,MDT,24,43.35,8.22,3983.9,227.03,104,,1.79,0.29,1.29,0.03,2088,2340.5,1895.2,179.7,8.1,14.5,35.6
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-22,28,48.002,-7.192,22,5,3,MDT,24,26.4,22.77,2885.63,211,85,,1.9,0.34,1.3,0.03,2088.1,2340.5,1895.5,179.6,8.1,14.5,35.6
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-22,28,48.002,-7.192,35,1,4.61,MDT,24,10.31,4.07,934.51,110.69,60,,1.85,0.29,0.6,0.03,2087.7,2340.6,1894.7,180,8.1,14.5,35.6
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-24,32,50.026,-4.359,3,55,0.6,MDT,24,220.57,118.3,1955.11,355.64,680.27,,1.15,0.56,0.86,0.03,2089.4,2340.9,1897.3,179.2,8.12,14,35.3
Poulton,D366,NW European Shelf,"Poulton et al., 2014",doi: 10.5194/bg-11-3919-2014,2011-06-24,32,50.026,-4.359,8,20,1.61,MDT,24,170.86,81.01,2216.21,137.49,637,,1.18,0.47,0.82,0.02,2099.4,2341.7,1912.5,173.4,8.1,14,35.3
